ClusterID,Latitude,Longitude
98415,-35.13513513513514,149.7297297297297
88423,-31.53153153153153,152.6126126126126
94414,-33.69369369369369,149.36936936936937
98405,-35.13513513513514,146.1261261261261
84421,-30.09009009009009,151.89189189189187
87416,-31.17117117117117,150.0900900900901
83418,-29.72972972972973,150.8108108108108
80426,-28.648648648648646,153.6936936936937
84423,-30.09009009009009,152.6126126126126
101414,-36.21621621621622,149.36936936936937
91419,-32.61261261261261,151.17117117117115
94418,-33.69369369369369,150.8108108108108
93418,-33.33333333333333,150.8108108108108
83425,-29.72972972972973,153.33333333333331
102411,-36.57657657657658,148.28828828828827
88424,-31.53153153153153,152.97297297297297
95409,-34.05405405405405,147.56756756756755
92415,-32.97297297297297,149.7297297297297
90421,-32.25225225225225,151.89189189189187
97415,-34.77477477477478,149.7297297297297
98408,-35.13513513513514,147.2072072072072
84419,-30.09009009009009,151.17117117117115
95394,-34.05405405405405,142.16216216216216
92409,-32.97297297297297,147.56756756756755
95414,-34.05405405405405,149.36936936936937
81424,-29.00900900900901,152.97297297297297
80422,-28.648648648648646,152.25225225225225
99400,-35.4954954954955,144.32432432432432
87421,-31.17117117117117,151.89189189189187
93404,-33.33333333333333,145.76576576576576
101413,-36.21621621621622,149.009009009009
95404,-34.05405405405405,145.76576576576576
99410,-35.4954954954955,147.92792792792793
100408,-35.85585585585586,147.2072072072072
99408,-35.4954954954955,147.2072072072072
101415,-36.21621621621622,149.7297297297297
107405,-38.37837837837838,146.1261261261261
101403,-36.21621621621622,145.4054054054054
102399,-36.57657657657658,143.96396396396395
103397,-36.93693693693694,143.24324324324323
107402,-38.37837837837838,145.04504504504504
99398,-35.4954954954955,143.6036036036036
106401,-38.01801801801802,144.68468468468467
105402,-37.65765765765766,145.04504504504504
105393,-37.65765765765766,141.8018018018018
103404,-36.93693693693694,145.76576576576576
101405,-36.21621621621622,146.1261261261261
106405,-38.01801801801802,146.1261261261261
102398,-36.57657657657658,143.6036036036036
102400,-36.57657657657658,144.32432432432432
106400,-38.01801801801802,144.32432432432432
106402,-38.01801801801802,145.04504504504504
105399,-37.65765765765766,143.96396396396395
105409,-37.65765765765766,147.56756756756755
104404,-37.2972972972973,145.76576576576576
101400,-36.21621621621622,144.32432432432432
104409,-37.2972972972973,147.56756756756755
104398,-37.2972972972973,143.6036036036036
106409,-38.01801801801802,147.56756756756755
104397,-37.2972972972973,143.24324324324323
104403,-37.2972972972973,145.4054054054054
104394,-37.2972972972973,142.16216216216216
102392,-36.57657657657658,141.44144144144144
97394,-34.77477477477478,142.16216216216216
103401,-36.93693693693694,144.68468468468467
108406,-38.73873873873874,146.48648648648648
107406,-38.37837837837838,146.48648648648648
104405,-37.2972972972973,146.1261261261261
107398,-38.37837837837838,143.6036036036036
107400,-38.37837837837838,144.32432432432432
103400,-36.93693693693694,144.32432432432432
101393,-36.21621621621622,141.8018018018018
101402,-36.21621621621622,145.04504504504504
106403,-38.01801801801802,145.4054054054054
103405,-36.93693693693694,146.1261261261261
102406,-36.57657657657658,146.48648648648648
104408,-37.2972972972973,147.2072072072072
107399,-38.37837837837838,143.96396396396395
102402,-36.57657657657658,145.04504504504504
101401,-36.21621621621622,144.68468468468467
105398,-37.65765765765766,143.6036036036036
106395,-38.01801801801802,142.5225225225225
104410,-37.2972972972973,147.92792792792793
104406,-37.2972972972973,146.48648648648648
107403,-38.37837837837838,145.4054054054054
105403,-37.65765765765766,145.4054054054054
105395,-37.65765765765766,142.5225225225225
105408,-37.65765765765766,147.2072072072072
102405,-36.57657657657658,146.1261261261261
104402,-37.2972972972973,145.04504504504504
106399,-38.01801801801802,143.96396396396395
106396,-38.01801801801802,142.88288288288288
107395,-38.37837837837838,142.5225225225225
103395,-36.93693693693694,142.5225225225225
100399,-35.85585585585586,143.96396396396395
105396,-37.65765765765766,142.88288288288288
106394,-38.01801801801802,142.16216216216216
104414,-37.2972972972973,149.36936936936937
102397,-36.57657657657658,143.24324324324323
108397,-38.73873873873874,143.24324324324323
65414,-23.243243243243242,149.36936936936937
72422,-25.765765765765764,152.25225225225225
67411,-23.963963963963963,148.28828828828827
70422,-25.045045045045043,152.25225225225225
59413,-21.08108108108108,149.009009009009
69419,-24.684684684684683,151.17117117117115
75424,-26.846846846846844,152.97297297297297
78425,-27.927927927927925,153.33333333333331
74420,-26.486486486486484,151.53153153153153
77421,-27.567567567567565,151.89189189189187
77409,-27.567567567567565,147.56756756756755
69403,-24.684684684684683,145.4054054054054
75422,-26.846846846846844,152.25225225225225
78421,-27.927927927927925,151.89189189189187
76424,-27.207207207207205,152.97297297297297
79424,-28.288288288288285,152.97297297297297
49405,-17.47747747747748,146.1261261261261
70419,-25.045045045045043,151.17117117117115
77424,-27.567567567567565,152.97297297297297
61414,-21.8018018018018,149.36936936936937
77422,-27.567567567567565,152.25225225225225
79420,-28.288288288288285,151.53153153153153
77425,-27.567567567567565,153.33333333333331
56405,-20.0,146.1261261261261
74424,-26.486486486486484,152.97297297297297
70423,-25.045045045045043,152.6126126126126
51409,-18.1981981981982,147.56756756756755
64411,-22.882882882882882,148.28828828828827
78423,-27.927927927927925,152.6126126126126
46403,-16.396396396396394,145.4054054054054
54407,-19.27927927927928,146.84684684684683
66419,-23.603603603603602,151.17117117117115
80421,-28.648648648648646,151.89189189189187
71421,-25.405405405405403,151.89189189189187
73423,-26.126126126126124,152.6126126126126
66415,-23.603603603603602,149.7297297297297
48405,-17.117117117117115,146.1261261261261
47404,-16.756756756756754,145.76576576576576
73421,-26.126126126126124,151.89189189189187
53392,-18.91891891891892,141.44144144144144
78422,-27.927927927927925,152.25225225225225
47402,-16.756756756756754,145.04504504504504
77423,-27.567567567567565,152.6126126126126
46400,-16.396396396396394,144.32432432432432
55409,-19.63963963963964,147.56756756756755
73416,-26.126126126126124,150.0900900900901
74412,-26.486486486486484,148.64864864864865
55408,-19.63963963963964,147.2072072072072
74422,-26.486486486486484,152.25225225225225
75423,-26.846846846846844,152.6126126126126
73420,-26.126126126126124,151.53153153153153
43393,-15.315315315315315,141.8018018018018
75418,-26.846846846846844,150.8108108108108
52405,-18.55855855855856,146.1261261261261
78424,-27.927927927927925,152.97297297297297
65411,-23.243243243243242,148.28828828828827
66417,-23.603603603603602,150.45045045045043
72420,-25.765765765765764,151.53153153153153
72411,-25.765765765765764,148.28828828828827
69421,-24.684684684684683,151.89189189189187
76421,-27.207207207207205,151.89189189189187
71424,-25.405405405405403,152.97297297297297
69422,-24.684684684684683,152.25225225225225
71420,-25.405405405405403,151.53153153153153
67419,-23.963963963963963,151.17117117117115
75417,-26.846846846846844,150.45045045045043
34396,-12.072072072072071,142.88288288288288
57412,-20.36036036036036,148.64864864864865
74407,-26.486486486486484,146.84684684684683
80420,-28.648648648648646,151.53153153153153
56392,-20.0,141.44144144144144
76416,-27.207207207207205,150.0900900900901
72423,-25.765765765765764,152.6126126126126
75413,-26.846846846846844,149.009009009009
48403,-17.117117117117115,145.4054054054054
47403,-16.756756756756754,145.4054054054054
75420,-26.846846846846844,151.53153153153153
73422,-26.126126126126124,152.25225225225225
67414,-23.963963963963963,149.36936936936937
94382,-33.69369369369369,137.83783783783784
100382,-35.85585585585586,137.83783783783784
94384,-33.69369369369369,138.55855855855856
96382,-34.41441441441441,137.83783783783784
96388,-34.41441441441441,140.0
95387,-34.05405405405405,139.63963963963963
96387,-34.41441441441441,139.63963963963963
98384,-35.13513513513514,138.55855855855856
97385,-34.77477477477478,138.9189189189189
100387,-35.85585585585586,139.63963963963963
94383,-33.69369369369369,138.19819819819818
91382,-32.61261261261261,137.83783783783784
97384,-34.77477477477478,138.55855855855856
86386,-30.81081081081081,139.27927927927928
96390,-34.41441441441441,140.72072072072072
89384,-31.89189189189189,138.55855855855856
102389,-36.57657657657658,140.36036036036035
96385,-34.41441441441441,138.9189189189189
101389,-36.21621621621622,140.36036036036035
99385,-35.4954954954955,138.9189189189189
95388,-34.05405405405405,140.0
105390,-37.65765765765766,140.72072072072072
93379,-33.33333333333333,136.75675675675674
97388,-34.77477477477478,140.0
98386,-35.13513513513514,139.27927927927928
90378,-32.25225225225225,136.3963963963964
84385,-30.09009009009009,138.9189189189189
93374,-33.33333333333333,134.95495495495496
99384,-35.4954954954955,138.55855855855856
95383,-34.05405405405405,138.19819819819818
104390,-37.2972972972973,140.72072072072072
91372,-32.61261261261261,134.23423423423424
95378,-34.05405405405405,136.3963963963964
95384,-34.05405405405405,138.55855855855856
96384,-34.41441441441441,138.55855855855856
91384,-32.61261261261261,138.55855855855856
97389,-34.77477477477478,140.36036036036035
93384,-33.33333333333333,138.55855855855856
89369,-31.89189189189189,133.15315315315314
98385,-35.13513513513514,138.9189189189189
93322,-33.33333333333333,116.21621621621621
58326,-20.72072072072072,117.65765765765765
89323,-31.89189189189189,116.57657657657657
89321,-31.89189189189189,115.85585585585585
98327,-35.13513513513514,118.01801801801801
90321,-32.25225225225225,115.85585585585585
96326,-34.41441441441441,117.65765765765765
88325,-31.53153153153153,117.29729729729729
93324,-33.33333333333333,116.93693693693693
94323,-33.69369369369369,116.57657657657657
85329,-30.45045045045045,118.73873873873873
63317,-22.52252252252252,114.41441441441441
91320,-32.61261261261261,115.49549549549549
57329,-20.36036036036036,118.73873873873873
94320,-33.69369369369369,115.49549549549549
96324,-34.41441441441441,116.93693693693693
58324,-20.72072072072072,116.93693693693693
72319,-25.765765765765764,115.13513513513513
51354,-18.1981981981982,127.74774774774774
95322,-34.05405405405405,116.21621621621621
79317,-28.288288288288285,114.41441441441441
80318,-28.648648648648646,114.77477477477477
88323,-31.53153153153153,116.57657657657657
93325,-33.33333333333333,117.29729729729729
95324,-34.05405405405405,116.93693693693693
86327,-30.81081081081081,118.01801801801801
97327,-34.77477477477478,118.01801801801801
91326,-32.61261261261261,117.65765765765765
83338,-29.72972972972973,121.98198198198197
87327,-31.17117117117117,118.01801801801801
46357,-16.396396396396394,128.82882882882882
86337,-30.81081081081081,121.62162162162161
95325,-34.05405405405405,117.29729729729729
70315,-25.045045045045043,113.69369369369369
74329,-26.486486486486484,118.73873873873873
97329,-34.77477477477478,118.73873873873873
84323,-30.09009009009009,116.57657657657657
87322,-31.17117117117117,116.21621621621621
88322,-31.53153153153153,116.21621621621621
89326,-31.89189189189189,117.65765765765765
93327,-33.33333333333333,118.01801801801801
64332,-22.882882882882882,119.81981981981981
91321,-32.61261261261261,115.85585585585585
78328,-27.927927927927925,118.37837837837837
96321,-34.41441441441441,115.85585585585585
90322,-32.25225225225225,116.21621621621621
88324,-31.53153153153153,116.93693693693693
88329,-31.53153153153153,118.73873873873873
90323,-32.25225225225225,116.57657657657657
88326,-31.53153153153153,117.65765765765765
59342,-21.08108108108108,123.42342342342342
95338,-34.05405405405405,121.98198198198197
81319,-29.00900900900901,115.13513513513513
88321,-31.53153153153153,115.85585585585585
86321,-30.81081081081081,115.85585585585585
115405,-41.26126126126126,146.1261261261261
112410,-40.18018018018018,147.92792792792793
115410,-41.26126126126126,147.92792792792793
119408,-42.7027027027027,147.2072072072072
114402,-40.9009009009009,145.04504504504504
116408,-41.62162162162162,147.2072072072072
115408,-41.26126126126126,147.2072072072072
114403,-40.9009009009009,145.4054054054054
111399,-39.81981981981982,143.96396396396395
115407,-41.26126126126126,146.84684684684683
116406,-41.62162162162162,146.48648648648648
119407,-42.7027027027027,146.84684684684683
116405,-41.62162162162162,146.1261261261261
117407,-41.98198198198198,146.84684684684683
118410,-42.34234234234234,147.92792792792793
120409,-43.06306306306306,147.56756756756755
119409,-42.7027027027027,147.56756756756755
114404,-40.9009009009009,145.76576576576576
116411,-41.62162162162162,148.28828828828827
112411,-40.18018018018018,148.28828828828827
115406,-41.26126126126126,146.48648648648648
35363,-12.432432432432432,130.99099099099098
67371,-23.963963963963963,133.87387387387386
37363,-13.153153153153152,130.99099099099098
66371,-23.603603603603602,133.87387387387386
67365,-23.963963963963963,131.7117117117117
71363,-25.405405405405403,130.99099099099098
40376,-14.234234234234233,135.67567567567568
49372,-17.47747747747748,134.23423423423424
46365,-16.396396396396394,131.7117117117117
61371,-21.8018018018018,133.87387387387386
98413,-35.13513513513514,149.009009009009
99413,-35.4954954954955,149.009009009009
98410,-35.13513513513514,147.92792792792793
98409,-35.13513513513514,147.56756756756755
82425,-29.36936936936937,153.33333333333331
95415,-34.05405405405405,149.7297297297297
85419,-30.45045045045045,151.17117117117115
89419,-31.89189189189189,151.17117117117115
80416,-28.648648648648646,150.0900900900901
80423,-28.648648648648646,152.6126126126126
98418,-35.13513513513514,150.8108108108108
102416,-36.57657657657658,150.0900900900901
88404,-31.53153153153153,145.76576576576576
86411,-30.81081081081081,148.28828828828827
102412,-36.57657657657658,148.64864864864865
79426,-28.288288288288285,153.6936936936937
93416,-33.33333333333333,150.0900900900901
98406,-35.13513513513514,146.48648648648648
83409,-29.72972972972973,147.56756756756755
81426,-29.00900900900901,153.6936936936937
93415,-33.33333333333333,149.7297297297297
93414,-33.33333333333333,149.36936936936937
88393,-31.53153153153153,141.8018018018018
89410,-31.89189189189189,147.92792792792793
88422,-31.53153153153153,152.25225225225225
100415,-35.85585585585586,149.7297297297297
86424,-30.81081081081081,152.97297297297297
100409,-35.85585585585586,147.56756756756755
89423,-31.89189189189189,152.6126126126126
90402,-32.25225225225225,145.04504504504504
96415,-34.41441441441441,149.7297297297297
99415,-35.4954954954955,149.7297297297297
91418,-32.61261261261261,150.8108108108108
93412,-33.33333333333333,148.64864864864865
90407,-32.25225225225225,146.84684684684683
90420,-32.25225225225225,151.53153153153153
90418,-32.25225225225225,150.8108108108108
82422,-29.36936936936937,152.25225225225225
94412,-33.69369369369369,148.64864864864865
91404,-32.61261261261261,145.76576576576576
98400,-35.13513513513514,144.32432432432432
96395,-34.41441441441441,142.5225225225225
99407,-35.4954954954955,146.84684684684683
87412,-31.17117117117117,148.64864864864865
96408,-34.41441441441441,147.2072072072072
85420,-30.45045045045045,151.53153153153153
100405,-35.85585585585586,146.1261261261261
102414,-36.57657657657658,149.36936936936937
83420,-29.72972972972973,151.53153153153153
104415,-37.2972972972973,149.7297297297297
80418,-28.648648648648646,150.8108108108108
86412,-30.81081081081081,148.64864864864865
82421,-29.36936936936937,151.89189189189187
86415,-30.81081081081081,149.7297297297297
104400,-37.2972972972973,144.32432432432432
105411,-37.65765765765766,148.28828828828827
102401,-36.57657657657658,144.68468468468467
103410,-36.93693693693694,147.92792792792793
106407,-38.01801801801802,146.84684684684683
101406,-36.21621621621622,146.48648648648648
100397,-35.85585585585586,143.24324324324323
107404,-38.37837837837838,145.76576576576576
103403,-36.93693693693694,145.4054054054054
106404,-38.01801801801802,145.76576576576576
103399,-36.93693693693694,143.96396396396395
100398,-35.85585585585586,143.6036036036036
106392,-38.01801801801802,141.44144144144144
100400,-35.85585585585586,144.32432432432432
104399,-37.2972972972973,143.96396396396395
105406,-37.65765765765766,146.48648648648648
104401,-37.2972972972973,144.68468468468467
105412,-37.65765765765766,148.64864864864865
102396,-36.57657657657658,142.88288288288288
101396,-36.21621621621622,142.88288288288288
105401,-37.65765765765766,144.68468468468467
103398,-36.93693693693694,143.6036036036036
99396,-35.4954954954955,142.88288288288288
102391,-36.57657657657658,141.08108108108107
104393,-37.2972972972973,141.8018018018018
107401,-38.37837837837838,144.68468468468467
108407,-38.73873873873874,146.84684684684683
102403,-36.57657657657658,145.4054054054054
102408,-36.57657657657658,147.2072072072072
107396,-38.37837837837838,142.88288288288288
107394,-38.37837837837838,142.16216216216216
98397,-35.13513513513514,143.24324324324323
103392,-36.93693693693694,141.44144144144144
103394,-36.93693693693694,142.16216216216216
101398,-36.21621621621622,143.6036036036036
101404,-36.21621621621622,145.76576576576576
68415,-24.324324324324323,149.7297297297297
53406,-18.91891891891892,146.48648648648648
47400,-16.756756756756754,144.32432432432432
70420,-25.045045045045043,151.53153153153153
68419,-24.324324324324323,151.17117117117115
70417,-25.045045045045043,150.45045045045043
51405,-18.1981981981982,146.1261261261261
74423,-26.486486486486484,152.6126126126126
64414,-22.882882882882882,149.36936936936937
54406,-19.27927927927928,146.48648648648648
78419,-27.927927927927925,151.17117117117115
50404,-17.83783783783784,145.76576576576576
74416,-26.486486486486484,150.0900900900901
42395,-14.954954954954955,142.5225225225225
71419,-25.405405405405403,151.17117117117115
76422,-27.207207207207205,152.25225225225225
59412,-21.08108108108108,148.64864864864865
49403,-17.47747747747748,145.4054054054054
67415,-23.963963963963963,149.7297297297297
74421,-26.486486486486484,151.89189189189187
81420,-29.00900900900901,151.53153153153153
28396,-9.90990990990991,142.88288288288288
50405,-17.83783783783784,146.1261261261261
58412,-20.72072072072072,148.64864864864865
48404,-17.117117117117115,145.76576576576576
77420,-27.567567567567565,151.53153153153153
69420,-24.684684684684683,151.53153153153153
64417,-22.882882882882882,150.45045045045043
65416,-23.243243243243242,150.0900900900901
75412,-26.846846846846844,148.64864864864865
46399,-16.396396396396394,143.96396396396395
51404,-18.1981981981982,145.76576576576576
75421,-26.846846846846844,151.89189189189187
79414,-28.288288288288285,149.36936936936937
79419,-28.288288288288285,151.17117117117115
65418,-23.243243243243242,150.8108108108108
72424,-25.765765765765764,152.97297297297297
74418,-26.486486486486484,150.8108108108108
67420,-23.963963963963963,151.53153153153153
79421,-28.288288288288285,151.89189189189187
59414,-21.08108108108108,149.36936936936937
80419,-28.648648648648646,151.17117117117115
76413,-27.207207207207205,149.009009009009
65417,-23.243243243243242,150.45045045045043
65409,-23.243243243243242,147.56756756756755
68418,-24.324324324324323,150.8108108108108
71423,-25.405405405405403,152.6126126126126
81419,-29.00900900900901,151.17117117117115
79413,-28.288288288288285,149.009009009009
58387,-20.72072072072072,139.63963963963963
73424,-26.126126126126124,152.97297297297297
77412,-27.567567567567565,148.64864864864865
94385,-33.69369369369369,138.9189189189189
92383,-32.97297297297297,138.19819819819818
95386,-34.05405405405405,139.27927927927928
94374,-33.69369369369369,134.95495495495496
95376,-34.05405405405405,135.67567567567568
93385,-33.33333333333333,138.9189189189189
105389,-37.65765765765766,140.36036036036035
99383,-35.4954954954955,138.19819819819818
97386,-34.77477477477478,139.27927927927928
105391,-37.65765765765766,141.08108108108107
103391,-36.93693693693694,141.08108108108107
85384,-30.45045045045045,138.55855855855856
96377,-34.41441441441441,136.03603603603602
99387,-35.4954954954955,139.63963963963963
95385,-34.05405405405405,138.9189189189189
86365,-30.81081081081081,131.7117117117117
90381,-32.25225225225225,137.47747747747746
95390,-34.05405405405405,140.72072072072072
97381,-34.77477477477478,137.47747747747746
103388,-36.93693693693694,140.0
95382,-34.05405405405405,137.83783783783784
95377,-34.05405405405405,136.03603603603602
76360,-27.207207207207205,129.9099099099099
99386,-35.4954954954955,139.27927927927928
88365,-31.53153153153153,131.7117117117117
90325,-32.25225225225225,117.29729729729729
94319,-33.69369369369369,115.13513513513513
83319,-29.72972972972973,115.13513513513513
50339,-17.83783783783784,122.34234234234233
85328,-30.45045045045045,118.37837837837837
97323,-34.77477477477478,116.57657657657657
94321,-33.69369369369369,115.85585585585585
87320,-31.17117117117117,115.49549549549549
75317,-26.846846846846844,114.41441441441441
80327,-28.648648648648646,118.01801801801801
57330,-20.36036036036036,119.09909909909909
85324,-30.45045045045045,116.93693693693693
81318,-29.00900900900901,114.77477477477477
84325,-30.09009009009009,117.29729729729729
84322,-30.09009009009009,116.21621621621621
63329,-22.52252252252252,118.73873873873873
85319,-30.45045045045045,115.13513513513513
88327,-31.53153153153153,118.01801801801801
86326,-30.81081081081081,117.65765765765765
84319,-30.09009009009009,115.13513513513513
81337,-29.00900900900901,121.62162162162161
91330,-32.61261261261261,119.09909909909909
81320,-29.00900900900901,115.49549549549549
75318,-26.846846846846844,114.77477477477477
41349,-14.594594594594595,125.94594594594594
82319,-29.36936936936937,115.13513513513513
95328,-34.05405405405405,118.37837837837837
97326,-34.77477477477478,117.65765765765765
95329,-34.05405405405405,118.73873873873873
94322,-33.69369369369369,116.21621621621621
93321,-33.33333333333333,115.85585585585585
85323,-30.45045045045045,116.57657657657657
79330,-28.288288288288285,119.09909909909909
82318,-29.36936936936937,114.77477477477477
74334,-26.486486486486484,120.54054054054053
94338,-33.69369369369369,121.98198198198197
97322,-34.77477477477478,116.21621621621621
86344,-30.81081081081081,124.14414414414414
120408,-43.06306306306306,147.2072072072072
118408,-42.34234234234234,147.2072072072072
118409,-42.34234234234234,147.56756756756755
120410,-43.06306306306306,147.92792792792793
119410,-42.7027027027027,147.92792792792793
115403,-41.26126126126126,145.4054054054054
116407,-41.62162162162162,146.84684684684683
36363,-12.792792792792792,130.99099099099098
31367,-10.99099099099099,132.43243243243242
47364,-16.756756756756754,131.35135135135135
67373,-23.963963963963963,134.59459459459458
40359,-14.234234234234233,129.54954954954954
30293,-10.63063063063063,105.76576576576576
93393,-33.33333333333333,141.8018018018018
89406,-31.89189189189189,146.48648648648648
96405,-34.41441441441441,146.1261261261261
84414,-30.09009009009009,149.36936936936937
89408,-31.89189189189189,147.2072072072072
100402,-35.85585585585586,145.04504504504504
98414,-35.13513513513514,149.36936936936937
82423,-29.36936936936937,152.6126126126126
101412,-36.21621621621622,148.64864864864865
92419,-32.97297297297297,151.17117117117115
97409,-34.77477477477478,147.56756756756755
93410,-33.33333333333333,147.92792792792793
97412,-34.77477477477478,148.64864864864865
87424,-31.17117117117117,152.97297297297297
90419,-32.25225225225225,151.17117117117115
88413,-31.53153153153153,149.009009009009
95412,-34.05405405405405,148.64864864864865
97398,-34.77477477477478,143.6036036036036
101408,-36.21621621621622,147.2072072072072
96410,-34.41441441441441,147.92792792792793
96409,-34.41441441441441,147.56756756756755
84425,-30.09009009009009,153.33333333333331
88409,-31.53153153153153,147.56756756756755
103415,-36.93693693693694,149.7297297297297
87415,-31.17117117117117,149.7297297297297
94407,-33.69369369369369,146.84684684684683
84413,-30.09009009009009,149.009009009009
83419,-29.72972972972973,151.17117117117115
81423,-29.00900900900901,152.6126126126126
88419,-31.53153153153153,151.17117117117115
94391,-33.69369369369369,141.08108108108107
88411,-31.53153153153153,148.28828828828827
86417,-30.81081081081081,150.45045045045043
98416,-35.13513513513514,150.0900900900901
84424,-30.09009009009009,152.97297297297297
84417,-30.09009009009009,150.45045045045043
92416,-32.97297297297297,150.0900900900901
98417,-35.13513513513514,150.45045045045043
87419,-31.17117117117117,151.17117117117115
88417,-31.53153153153153,150.45045045045043
93417,-33.33333333333333,150.45045045045043
104416,-37.2972972972973,150.0900900900901
100396,-35.85585585585586,142.88288288288288
107392,-38.37837837837838,141.44144144144144
105392,-37.65765765765766,141.44144144144144
105404,-37.65765765765766,145.76576576576576
96394,-34.41441441441441,142.16216216216216
101399,-36.21621621621622,143.96396396396395
106408,-38.01801801801802,147.2072072072072
98396,-35.13513513513514,142.88288288288288
96393,-34.41441441441441,141.8018018018018
98395,-35.13513513513514,142.5225225225225
106410,-38.01801801801802,147.92792792792793
105400,-37.65765765765766,144.32432432432432
107397,-38.37837837837838,143.24324324324323
108398,-38.73873873873874,143.6036036036036
103408,-36.93693693693694,147.2072072072072
105410,-37.65765765765766,147.92792792792793
105394,-37.65765765765766,142.16216216216216
72401,-25.765765765765764,144.68468468468467
57410,-20.36036036036036,147.92792792792793
70421,-25.045045045045043,151.89189189189187
64418,-22.882882882882882,150.8108108108108
74417,-26.486486486486484,150.45045045045043
64416,-22.882882882882882,150.0900900900901
69409,-24.684684684684683,147.56756756756755
49404,-17.47747747747748,145.76576576576576
60410,-21.44144144144144,147.92792792792793
52399,-18.55855855855856,143.96396396396395
68421,-24.324324324324323,151.89189189189187
55406,-19.63963963963964,146.48648648648648
73412,-26.126126126126124,148.64864864864865
74415,-26.486486486486484,149.7297297297297
30394,-10.63063063063063,142.16216216216216
79422,-28.288288288288285,152.25225225225225
37397,-13.153153153153152,143.24324324324323
28397,-9.90990990990991,143.24324324324323
60413,-21.44144144144144,149.009009009009
68417,-24.324324324324323,150.45045045045043
45398,-16.036036036036034,143.6036036036036
78420,-27.927927927927925,151.53153153153153
49402,-17.47747747747748,145.04504504504504
72413,-25.765765765765764,149.009009009009
64410,-22.882882882882882,147.92792792792793
45403,-16.036036036036034,145.4054054054054
67416,-23.963963963963963,150.0900900900901
92382,-32.97297297297297,137.83783783783784
100389,-35.85585585585586,140.36036036036035
93377,-33.33333333333333,136.03603603603602
98382,-35.13513513513514,137.83783783783784
77390,-27.567567567567565,140.72072072072072
75381,-26.846846846846844,137.47747747747746
92374,-32.97297297297297,134.95495495495496
102388,-36.57657657657658,140.0
93378,-33.33333333333333,136.3963963963964
96375,-34.41441441441441,135.3153153153153
96383,-34.41441441441441,138.19819819819818
83383,-29.72972972972973,138.19819819819818
92373,-32.97297297297297,134.59459459459458
94377,-33.69369369369369,136.03603603603602
97390,-34.77477477477478,140.72072072072072
97387,-34.77477477477478,139.63963963963963
93376,-33.33333333333333,135.67567567567568
92375,-32.97297297297297,135.3153153153153
93326,-33.33333333333333,117.65765765765765
69313,-24.684684684684683,112.97297297297297
95326,-34.05405405405405,117.65765765765765
89350,-31.89189189189189,126.3063063063063
94339,-33.69369369369369,122.34234234234233
92323,-32.97297297297297,116.57657657657657
80320,-28.648648648648646,115.49549549549549
93320,-33.33333333333333,115.49549549549549
91325,-32.61261261261261,117.29729729729729
89337,-31.89189189189189,121.62162162162161
80315,-28.648648648648646,113.69369369369369
